Rxn name	Rxn description	Formula	Gene-reaction association	Genes	Subsystem	Reversible	LB	UB
4HOXPACMOF	4 hydroxyphenylacetate 3 monooxygenase FADH2	4hoxpac[c] + fadh2[c] + o2[c] --> 34dhpacet[c] + fad[c] + h2o[c] 	STM1099	STM1099	4 hydroxyphenylacetate catabolism	0	0	1000
4HOXPACMON	4 hydroxyphenylacetate 3 monooxygenase nadh	4hoxpac[c] + h[c] + nadh[c] + o2[c] --> 34dhpacet[c] + h2o[c] + nad[c] 	(STM1098 or STM1099)	STM1098 STM1099	4 hydroxyphenylacetate catabolism	0	0	1000
4HOXPACt2pp	4 hydroxyphenylacetate transport in via proton symport periplasm 	4hoxpac[p] + h[p] --> 4hoxpac[c] + h[c] 	STM1107	STM1107	Transport Inner Membrane	0	0	1000
4hoxpactex	4 hydroxyphenylacetate transport via diffusion extracellular to periplasm 	4hoxpac[e] <=> 4hoxpac[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
4HTHRK	4-Hydroxy-L-threonine kinase	4hthr[c] + atp[c] --> adp[c] + h[c] + phthr[c] 	STM0003	STM0003	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
4HTHRtex	4-hydroxy-L-threonine transport	4hthr[e] <=> 4hthr[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport	1	-1000	1000
4HTHRtrpp	4-hydroxy-L-threonine transport	h[p] + 4hthr[p] <=> 4hthr[c] + h[c] 	STM3243	STM3243	Transport, Inner Membrane	1	-1000	1000
4IZ5PPH	4 Imidazolone 5 propanoate propionase	4iz5pp[c] + h2o[c] --> nflgln[c] 	STM0787	STM0787	Histidine Metabolism	0	0	1000
4PCP	tetrapeptide L D carboxypeptidase	LalaDgluMdapDala[c] + h2o[c] --> LalaDgluMdap[c] + ala-D[c] 	STM1800	STM1800	Murein Recycling	0	0	1000
4PCPpp	tetrapeptide L D carboxypeptidase periplasm 	LalaDgluMdapDala[p] + h2o[p] --> LalaDgluMdap[p] + ala-D[p] 			Murein Recycling	0	0	1000
4PEPTabcpp	tetrapeptide LalaDgluMdapDala transport via ABC system periplasm 	LalaDgluMdapDala[p] + atp[c] + h2o[c] --> LalaDgluMdapDala[c] + adp[c] + h[c] + pi[c] 	( STM1746.S  and  STM1745  and  STM1744  and  STM1743  and  STM1742 )	STM1742 STM1743 STM1744 STM1745 STM1746.S	Murein Recycling	0	0	1000
4PEPTtex	LalaDgluMdapDala pentapeptide transport via diffusion extracellular to periplasm 	LalaDgluMdapDala[e] <=> LalaDgluMdapDala[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
5C2O3EDDC	5 carboxy 2 oxohept 3 enedioate decarboxylation	5c2o3ed[c] + h[c] --> 2hh24dd[c] + co2[c] 	STM1101	STM1101	4 hydroxyphenylacetate catabolism	0	0	1000
5CM2HMUDI	5 carboxymethyl 2 hydroxymuconate delta isomerase	5cm2hmu[c] <=> 5c2o3ed[c] 	STM1104	STM1104	4 hydroxyphenylacetate catabolism	1	0	1000
5DGLCNR	5 dehydro D gluconate reductase	5dglcn[c] + h[c] + nadph[c] <=> glcn[c] + nadp[c] 	STM4483	STM4483	Alternate Carbon Metabolism	1	-1000	1000
5DGLCNt2rpp	5 Dehydro D gluconate transport via proton symport reversible periplasm 	5dglcn[p] + h[p] <=> 5dglcn[c] + h[c] 	STM4482	STM4482	Transport Inner Membrane	1	-1000	1000
5DGLCNtex	5 Dehydro D gluconate transport via diffusion extracellular to periplasm 	5dglcn[e] <=> 5dglcn[p] 	( STM0320  or  STM1473  or  STM0999  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
5DOAN	5 deoxyadenosine nuclosidase	dad-5[c] + h2o[c] --> 5drib[c] + ade[c] 	STM0207	STM0207	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
A5PISO	arabinose 5 phosphate isomerase	ru5p-D[c] <=> ara5p[c] 	( STM2838.S  or  STM3315 )	STM2838.S STM3315	Alternate Carbon Metabolism	1	-1000	1000
AACPS1	acyl acyl carrier protein synthetase n C140 	ACP[c] + atp[c] + ttdca[c] --> amp[c] + myrsACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS2	acyl acyl carrier protein synthetase  n C141 	ACP[c] + atp[c] + ttdcea[c] --> amp[c] + ppi[c] + tdeACP[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS3	acyl acyl carrier protein synthetase  n C160 	ACP[c] + atp[c] + hdca[c] --> amp[c] + palmACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS4	acyl acyl carrier protein synthetase  n C161 	ACP[c] + atp[c] + hdcea[c] --> amp[c] + hdeACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS5	acyl acyl carrier protein synthetase  n C181 	ACP[c] + atp[c] + ocdcea[c] --> amp[c] + octeACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS6	acyl acyl carrier protein synthetase  n C180 	ACP[c] + atp[c] + ocdca[c] --> amp[c] + ocdcaACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS7	acyl acyl carrier protein synthetase  n C120 	ACP[c] + atp[c] + ddca[c] --> amp[c] + ddcaACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS8	acyl acyl carrier protein synthetase  n C100 	ACP[c] + atp[c] + dca[c] --> amp[c] + dcaACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACPS9	acyl acyl carrier protein synthetase  n C80 	ACP[c] + atp[c] + octa[c] --> amp[c] + ocACP[c] + ppi[c] 	( STM3010  and  STM1196 )	STM1196 STM3010	Cell Envelope Biosynthesis	0	0	1000
AACTOOR	Aminoacetoneoxygen oxidoreductase deaminating flavin containing 	aact[c] + h2o[c] + o2[c] --> h2o2[c] + mthgxl[c] + nh4[c] 			Methylglyoxal Metabolism	0	0	1000
AADDFT	4-alpha-L-fucosyltransferase	dtdp4aaddg[c] + unagamu[c] --> dtdp[c] + h[c] + unagamuf[c] 	STM3927	STM3927	lipopolysaccharide biosynthesis	0	0	1000
AAMYL	alpha amylase	14glucan[c] --> malthx[c] 	STM1963	STM1963	Alternate Carbon Metabolism	0	0	1000
AAMYLpp	alpha amylase periplasm 	14glucan[p] --> malthx[p] 	STM3664	STM3664	Alternate Carbon Metabolism	0	0	1000
AB6PGH	Arbutin 6 phosphate glucohydrolase	g6p[c] + hqn[c] --> arbt6p[c] + h2o[c] 	STM3051	STM3051	Alternate Carbon Metabolism	0	0	0
ABTA	4 aminobutyrate transaminase	4abut[c] + akg[c] --> glu-L[c] + sucsal[c] 	STM2792	STM2792	Arginine and Proline Metabolism	0	0	1000
ABUTD	Aminobutyraldehyde dehydrogenase	4abutn[c] + h2o[c] + nad[c] --> 4abut[c] + 2 h[c] + nadh[c] 	STM1597	STM1597	Arginine and Proline Metabolism	0	0	1000
ABUTt2pp	4 aminobutyrate transport in via proton symport periplasm 	4abut[p] + h[p] --> 4abut[c] + h[c] 	STM2793	STM2793	Transport Inner Membrane	0	0	1000
ABUTtex	4 aminobutyrate transport via diffusion extracellular to periplasm 	4abut[e] <=> 4abut[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ABZtex	4 aminobenzoate extracellular to cytosol 	4abz[e] <=> 4abz[c] 			Exchange	1	-1000	1000
ACACtex	acetoacetate transport via diffusion extracellular to periplasm 	acac[e] <=> acac[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACALD	acetaldehyde dehydrogenase acetylating 	acald[c] + coa[c] + nad[c] <=> accoa[c] + h[c] + nadh[c] 	( STM1749 or STM2463 )	STM1749 STM2463	Pyruvate Metabolism	1	-1000	1000
ACALDtex	acetaldehyde transport via diffusion extracellular to periplasm 	acald[e] <=> acald[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACALDtpp	acetaldehyde reversible transport periplasm 	acald[p] <=> acald[c] 	s0001	s0001	Transport Inner Membrane	1	-1000	1000
ACANTHAT	acetyl CoAanthranilate acetyltransferase	accoa[c] + anth[c] --> acanth[c] + coa[c] 	STM1582	STM1582	Tyrosine Tryptophan and Phenylalanine Metabolism	0	0	1000
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	adocbip[c] + gtp[c] + h[c] --> agdpcbi[c] + ppi[c] 	STM2018	STM2018	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ACCOAC	acetyl CoA carboxylase	accoa[c] + atp[c] + hco3[c] --> adp[c] + h[c] + malcoa[c] + pi[c] 	( STM0232  and  STM2366  and  STM3379  and  STM3380 )	STM0232 STM2366 STM3379 STM3380	Membrane Lipid Metabolism	0	0	1000
ACCOAL	acetate CoA ligase ADP forming 	atp[c] + coa[c] + ppa[c] --> adp[c] + pi[c] + ppcoa[c] 	( STM0371 or STM4275 )	STM0371 STM4275	Alternate Carbon Metabolism	0	0	1000
ACGAL1PPpp	N acetyl D galactosamine 1 phosphatase periplasm 	acgal1p[p] + h2o[p] --> acgal[p] + pi[p] 			Alternate Carbon Metabolism	0	0	1000
ACGAL1Ptex	N acetyl D galactosamine 1 phosphate transport via diffusion extracellular to periplasm 	acgal1p[e] <=> acgal1p[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACGALtex	N acetyl D galactosamine transport via diffusion extracellular to periplasm 	acgal[e] <=> acgal[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACGAM1PPpp	N acetyl D glucosamine 1 phosphatase periplasm 	acgam1p[p] + h2o[p] --> acgam[p] + pi[p] 			Alternate Carbon Metabolism	0	0	1000
ACGAM1Ptex	N acetyl D glucosamine 1 phosphate transport via diffusion extracellular to periplasm 	acgam1p[e] <=> acgam1p[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACGAMK	N acetylglucosamine kinase	acgam[c] + atp[c] --> acgam6p[c] + adp[c] + h[c] 	STM1220	STM1220	Murein Recycling	0	0	1000
ACGAMT	UDP N acetylglucosamineundecaprenylphosphate N acetylglucosamine 1 phosphate transferase	uacgam[c] + udcpp[c] --> ump[c] + unaga[c] 	STM3918	STM3918	Cell Envelope Biosynthesis	0	0	1000
ACGAptspp	N Acetyl D glucosamine transport via PEPPyr PTS  periplasm 	acgam[p] + pep[c] --> acgam6p[c] + pyr[c] 	( ( STM2433  and  STM1203  and  STM2431  and  STM2432 )  or  ( STM0685  and  STM2431  and  STM2432 ) )	STM0685 STM1203 STM2431 STM2432 STM2433	Transport Inner Membrane	0	0	1000
ACGAtex	N Acetyl D glucosamine transport via diffusion extracellular to periplasm 	acgam[e] <=> acgam[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACGK	acetylglutamate kinase	acglu[c] + atp[c] --> acg5p[c] + adp[c] 	STM4122	STM4122	Arginine and Proline Metabolism	0	0	1000
ACGS	N acetylglutamate synthase	accoa[c] + glu-L[c] --> acglu[c] + coa[c] + h[c] 	STM2992	STM2992	Arginine and Proline Metabolism	0	0	1000
ACHBS	2 aceto 2 hydroxybutanoate synthase	2obut[c] + h[c] + pyr[c] --> 2ahbut[c] + co2[c] 	( STM3795  and  STM3796 )  or  ( STM3901  and  STM3902 )	STM3795 STM3796 STM3901 STM3902	Valine Leucine and Isoleucine Metabolism	0	0	1000
ACKr	acetate kinase	ac[c] + atp[c] <=> actp[c] + adp[c] 	( STM3242  or  STM2337  or  STM1883 )	STM1883 STM2337 STM3242	Pyruvate Metabolism	1	-1000	1000
ACLS	acetolactate synthase	h[c] + 2 pyr[c] --> alac-S[c] + co2[c] 	( STM3795  and  STM3796 )  or  ( STM3901  and  STM3902 )	STM3795 STM3796 STM3901 STM3902	Valine Leucine and Isoleucine Metabolism	0	0	1000
ACM6PH	N acetylmuramate 6 phosphate hydrolase	acmum6p[c] + h2o[c] --> acgam6p[c] + lac-D[c] 			Alternate Carbon Metabolism	0	0	1000
ACMAMUT	UDP N acetyl D mannosaminuronic acid transferase	uacmamu[c] + unaga[c] --> h[c] + udp[c] + unagamu[c] 	STM3929	STM3929	Cell Envelope Biosynthesis	0	0	1000
ACMANAptspp	N acetyl D mannosamine transport via PTS  periplasm 	acmana[p] + pep[c] --> acmanap[c] + pyr[c] 	( STM1830  and  STM1831  and  STM1832  and  STM2431  and  STM2432 )	STM1830 STM1831 STM1832 STM2431 STM2432	Transport Inner Membrane	0	0	1000
ACMANAtex	N acetyl D mannosamine transport via diffusion extracellular to periplasm 	acmana[e] <=> acmana[p] 	( STM2267  or  STM0320  or  STM0999  or  STM1473 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACMUMtex	N acetylmuramate transport via diffusion extracellular to periplasm 	acmum[e] <=> acmum[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	0	1000
ACNAMt2pp	N acetylneuraminate proton symport periplasm 	acnam[p] + h[p] --> acnam[c] + h[c] 	STM3338	STM3338	Transport Inner Membrane	0	0	1000
ACNAMtex	N acetylneuraminate transport via diffusion extracellular to periplasm 	acnam[e] <=> acnam[p] 	( STM0999  or  STM2267 )	STM0999 STM2267	Transport Outer Membrane	1	-1000	1000
ACNML	N Acetylneuraminate lyase	acnam[c] --> acmana[c] + pyr[c] 	STM3339	STM3339	Alternate Carbon Metabolism	0	0	1000
ACOAD1f	acyl CoA dehydrogenase butanoyl CoA 	btcoa[c] + fad[c] <=> b2coa[c] + fadh2[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD2f	acyl CoA dehydrogenase hexanoyl CoA 	fad[c] + hxcoa[c] <=> fadh2[c] + hx2coa[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD3f	acyl CoA dehydrogenase octanoyl CoA 	fad[c] + occoa[c] <=> fadh2[c] + oc2coa[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD4f	acyl CoA dehydrogenase decanoyl CoA 	dcacoa[c] + fad[c] <=> dc2coa[c] + fadh2[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD5f	acyl CoA dehydrogenase dodecanoyl CoA 	ddcacoa[c] + fad[c] <=> dd2coa[c] + fadh2[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD6f	acyl CoA dehydrogenase tetradecanoyl CoA 	fad[c] + tdcoa[c] <=> fadh2[c] + td2coa[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD7f	acyl CoA dehydrogenase hexadecanoyl CoA 	fad[c] + pmtcoa[c] <=> fadh2[c] + hdd2coa[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOAD8f	acyl CoA dehydrogenase octadecanoyl CoA 	fad[c] + stcoa[c] <=> fadh2[c] + od2coa[c] 	STM0309	STM0309	Membrane Lipid Metabolism	1	-1000	1000
ACOATA	Acetyl CoA ACP transacylase	ACP[c] + accoa[c] <=> acACP[c] + coa[c] 	( STM1196  and  STM1193 )	STM1193 STM1196	Membrane Lipid Metabolism	1	-1000	1000
ACODA	acetylornithine deacetylase	acorn[c] + h2o[c] --> ac[c] + orn[c] 	STM4120	STM4120	Arginine and Proline Metabolism	0	0	1000
ACOLIPAtex	arabinose modified core oligosaccharide lipid A transport via vector periplasm to extracellular 	acolipa[p] --> acolipa[e] 			Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ACONCtex	cisaconitat transport via diffusion extracellular to periplasm 	acon-C[e] <=> acon-C[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACONCtupp	Cisaconitate transport periplasm 	acon-C[p] --> acon-C[c] 	( STM2786 and STM2787 and STM2788 )	STM2786 STM2787 STM2788	Transport Inner Membrane	0	0	1000
ACONIs	aconitate isomerase spontaneous 	acon-T[c] <=> acon-C[c] 	s0001	s0001	Unassigned	1	-1000	1000
ACONTa	aconitase half reaction A Citrate hydro lyase 	cit[c] <=> acon-C[c] + h2o[c] 	( STM0158  or  STM1712 )	STM0158 STM1712	Citric Acid Cycle	1	-1000	1000
ACONTb	aconitase half reaction B Isocitrate hydro lyase 	acon-C[c] + h2o[c] <=> icit[c] 	( STM0158  or  STM1712 )	STM0158 STM1712	Citric Acid Cycle	1	-1000	1000
ACOTA	acetylornithine transaminase	acorn[c] + akg[c] <=> acg5sa[c] + glu-L[c] 	( STM3468  or  STM1303 )	STM1303 STM3468	Arginine and Proline Metabolism	1	-1000	1000
ACPS1	acyl carrier protein synthase	apoACP[c] + coa[c] --> ACP[c] + h[c] + pap[c] 	( STM2577  or  STM3583 )	STM2577 STM3583	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ACS	acetyl CoA synthetase	ac[c] + atp[c] + coa[c] --> accoa[c] + amp[c] + ppi[c] 	STM4275	STM4275	Pyruvate Metabolism	0	0	1000
ACSERtex	O Acetyl L serine transport via diffusion extracellular to periplasm 	acser[e] <=> acser[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ACSERtpp	O Acetyl L serine export via facilitated transport	acser[c] --> acser[p] 	( STM2645  or  STM1517 )	STM1517 STM2645	Transport Inner Membrane	0	0	1000
ACt2rpp	acetate reversible transport via proton symport periplasm 	ac[p] + h[p] <=> ac[c] + h[c] 			Transport Inner Membrane	1	-1000	1000
ACt4pp	NaAcetate symport periplasm 	ac[p] + na1[p] --> ac[c] + na1[c] 	STM4273	STM4273	Transport Inner Membrane	0	0	1000
ACtex	Acetate transport via diffusion extracellular to periplasm 	ac[e] <=> ac[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ADA	Adenosine deaminase	adn[c] + h2o[c] + h[c] --> ins[c] + nh4[c] 	STM1463	STM1463	Nucleotide Salvage Pathway	0	0	1000
ADCL	4 aminobenzoate synthase	4adcho[c] --> 4abz[c] + h[c] + pyr[c] 	STM1198	STM1198	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADCOBNSYN	adenosylcobyric acid synthase	adcob1nda[c] + 4 atp[c] + 4 gln-L[c] + 4 h2o[c] --> adcobn[c] + 4 adp[c] + 4 glu-L[c] + 4 h[c] + 4 pi[c] 	STM2019	STM2019	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADCS	4 amino 4 deoxychorismate synthase	chor[c] + gln-L[c] --> 4adcho[c] + glu-L[c] 	( STM3469  and  STM1824 )	STM1824 STM3469	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADEt2rpp	adenine transport via proton symport reversible  periplasm 	ade[p] + h[p] <=> ade[c] + h[c] 	STM3747	STM3747	Transport Inner Membrane	1	-1000	1000
ADEtex	adenine transport via diffusion extracellular to periplasm 	ade[e] <=> ade[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ADK1	adenylate kinase	amp[c] + atp[c] --> 2 adp[c] 	STM0488	STM0488	Nucleotide Salvage Pathway	0	0	1000
ADK3	adentylate kinase GTP 	amp[c] + gtp[c] <=> adp[c] + gdp[c] 	STM0488	STM0488	Nucleotide Salvage Pathway	1	-1000	1000
ADK4	adentylate kinase ITP 	amp[c] + itp[c] <=> adp[c] + idp[c] 	STM0488	STM0488	Nucleotide Salvage Pathway	1	-1000	1000
ADMDC	adenosylmethionine decarboxylase	amet[c] + h[c] --> ametam[c] + co2[c] 	STM0165	STM0165	Arginine and Proline Metabolism	0	0	1000
ADNCYC	adenylate cyclase	atp[c] --> camp[c] + ppi[c] 	STM3939	STM3939	Nucleotide Salvage Pathway	0	0	1000
ADNK1	adenosine kinase	adn[c] + atp[c] --> adp[c] + amp[c] + h[c] 	STM0488	STM0488	Nucleotide Salvage Pathway	0	0	1000
ADNt2pp	adenosine transport in via proton symport periplasm 	adn[p] + h[p] --> adn[c] + h[c] 	( STM3113  or  STM2409 )	STM2409 STM3113	Transport Inner Membrane	0	0	1000
ADNt2rpp	adenosine transport in via proton symport reversible periplasm 	adn[p] + h[p] <=> adn[c] + h[c] 	STM2421	STM2421	Transport Inner Membrane	1	-1000	1000
ADNtex	adenosine transport via diffusion extracellular to periplasm 	adn[e] <=> adn[p] 	STM0413	STM0413	Transport Outer Membrane	1	-1000	1000
ADNUC	adenosine hydrolase	adn[c] + h2o[c] --> ade[c] + rib-D[c] 	STM0051	STM0051	Alternate Carbon Metabolism	0	0	1000
ADOCBIK	Adenosyl cobinamide kinase	adocbi[c] + atp[c] --> adocbip[c] + adp[c] + h[c] 	( STM2018 or STM1208 )	STM1208 STM2018	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADOCBIPS	Adenosyl cobinamide phosphate synthase	adcobn[c] + appp[c] + atp[c] --> adocbip[c] + adp[c] + h[c] + pi[c] 	STM2034	STM2034	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADOCBLabcpp	Adenosylcobalamin transport via ABC system periplasm 	adocbl[p] + atp[c] + h2o[c] --> adocbl[c] + adp[c] + h[c] + pi[c] 	( STM1340  and  STM1342  and  STM0206 )	STM0206 STM1340 STM1342	Transport Inner Membrane	0	0	1000
ADOCBLPP	Adenosylcobalamin phosphate phosphatase	adocblp[c] + h2o[p] --> adocbl[c] + pi[p] 	STM0643	STM0643	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADOCBLPS	Adenosylcobalamin phosphate synthase	5prdmbz[c] + agdpcbi[c] --> adocblp[c] + gmp[c] + h[c] 	STM2017	STM2017	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ADOCBLtonex	Adenosylcobalimin transport via ton system extermal 	adocbl[e] + h[p] --> adocbl[p] + h[c] 	( STM4130  and  ( STM1737  and  STM3158  and  STM3159 ) )	STM1737 STM3158 STM3159 STM4130	Transport Outer Membrane	0	0	1000
ADPRDP	ADPribose diphosphatase	adprib[c] + h2o[c] --> amp[c] + 2 h[c] + r5p[c] 	STM3185	STM3185	Nucleotide Salvage Pathway	0	0	1000
ADPT	adenine phosphoribosyltransferase	ade[c] + prpp[c] --> amp[c] + ppi[c] 	STM0483	STM0483	Nucleotide Salvage Pathway	0	0	1000
ADSK	adenylyl sulfate kinase	aps[c] + atp[c] --> adp[c] + h[c] + paps[c] 	STM2933	STM2933	Cysteine Metabolism	0	0	1000
ADSL1r	adenylsuccinate lyase	dcamp[c] <=> amp[c] + fum[c] 	STM1232	STM1232	Purine and Pyrimidine Biosynthesis	1	-1000	1000
ADSL2r	adenylosuccinate lyase	25aics[c] <=> aicar[c] + fum[c] 	STM1232	STM1232	Purine and Pyrimidine Biosynthesis	1	-1000	1000
ADSS	adenylosuccinate synthase	asp-L[c] + gtp[c] + imp[c] --> dcamp[c] + gdp[c] + 2 h[c] + pi[c] 	STM4366	STM4366	Purine and Pyrimidine Biosynthesis	0	0	1000
AEPabcpp	AEP transport via ABC system periplasm 	AEP[p] + atp[c] + h2o[c] --> adp[c] + AEP[c] + h[c] + pi[c] 	( STM0426 and STM0427 and STM0429 and STM0428 )	STM0426 STM0427 STM0428 STM0429	Transport Inner Membrane	0	0	1000
AEPPYRTA	2 aminoethylphosphonate pyruvate transaminase	AEP[c] + pyr[c] <=> ala-L[c] + Pald[c] 	STM0431	STM0431	aminophosphonate metabolism	1	0	1000
AEPtex	AEP transport via diffusion extracellular to periplasm 	AEP[e] <=> AEP[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
AGDC	N acetylglucosamine 6 phosphate deacetylase	acgam6p[c] + h2o[c] --> ac[c] + gam6p[c] 	STM0683	STM0683	Alternate Carbon Metabolism	0	0	1000
AGM3PA	N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide amidase	anhgm3p[c] + h2o[c] --> LalaDgluMdap[c] + anhgm[c] 	STM0146	STM0146	Murein Recycling	0	0	1000
AGM3PApp	N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide amidase periplasm 	anhgm3p[p] + h2o[p] --> LalaDgluMdap[p] + anhgm[p] 	( STM4358  or  STM2450  or  STM2991 )	STM2450 STM2991 STM4358	Murein Recycling	0	0	1000
AGM3PH	N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide beta 1 4 N acetylglucosaminidase	anhgm3p[c] + h2o[c] --> acgam[c] + anhm3p[c] 	STM1209	STM1209	Murein Recycling	0	0	1000
AGM3Pt2pp	GlcNAc anhMurNAc tripeptide transport in via proton symport periplasm 	anhgm3p[p] + h[p] --> anhgm3p[c] + h[c] 	STM0444	STM0444	Murein Recycling	0	0	1000
AGM4PA	N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide amidase	anhgm4p[c] + h2o[c] --> LalaDgluMdapDala[c] + anhgm[c] 	STM0146	STM0146	Murein Recycling	0	0	1000
